Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/util_fmcjesdadc1_xcvr_rx_out_clk_0,i_system_wrapper/system_i/axi_ad9250_cpack_packed_fifo_wr_data[63:0],i_system_wrapper/system_i/axi_ad9250_cpack_packed_fifo_wr_en,i_system_wrapper/system_i/axi_ad9250_cpack_packed_fifo_wr_sync,i_system_wrapper/system_i/axi_ad9250_core_adc_clk,i_system_wrapper/system_i/axi_ad9250_core_rx_ready,i_system_wrapper/system_i/axi_ad9250_core_adc_valid_a,i_system_wrapper/system_i/axi_ad9250_dma_irq,i_system_wrapper/system_i/sys_concat_intc_dout[15:0],data_a_low[13:0],i_system_wrapper/system_i/axi_ad9250_core_adc_data_a[31:0],data_a_high[13:0],data_b_high[31:0],data_b_low[13:0],i_system_wrapper/system_i/axi_ad9250_core_adc_data_b[31:0],data_b_high'[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED,HEX,SIGNED,HEX,SIGNED,HEX,SIGNED
570,570,0,0,ede0125cee4e11ef,1,1,0,1,1,1,1000,4767,12e4129f,4836,ed5ceda0,-4704,ed5ceda0,-4772
571,571,0,0,ed5c12e4eda0129f,1,1,0,1,1,1,1000,4892,1373131c,4979,eccded24,-4828,eccded24,-4915
572,572,0,0,eccd1373ed24131c,1,1,0,1,1,1,1000,5009,13d41391,5076,ec6decaf,-4945,ec6decaf,-5011
573,573,0,0,ec6d13d4ecaf1391,1,1,0,1,1,1,1000,5135,1441140f,5185,ec03ec34,-5068,ec03ec34,-5117
574,574,0,0,ec031441ec34140f,1,1,0,1,1,1,1000,5217,14851461,5253,ebbcebe2,-5150,ebbcebe2,-5188
575,575,0,0,ebbc1485ebe21461,1,1,0,1,1,1,1000,5278,14bb149e,5307,eb88eba6,-5210,eb88eba6,-5240
576,576,0,0,eb8814bbeba6149e,1,1,0,1,1,1,1000,5299,14c814b3,5320,eb7ceb8e,-5234,eb7ceb8e,-5252
577,577,0,0,eb7c14c8eb8e14b3,1,1,0,1,1,1,1000,5340,14e114dc,5345,eb63eb6a,-5270,eb63eb6a,-5277
578,578,0,0,eb6314e1eb6a14dc,1,1,0,1,1,1,1000,5343,14d414df,5332,eb71eb66,-5274,eb71eb66,-5263
579,579,0,0,eb7114d4eb6614df,1,1,0,1,1,1,1000,5310,14b014be,5296,eb94eb84,-5244,eb94eb84,-5228
580,580,0,0,eb9414b0eb8414be,1,1,0,1,1,1,1000,5268,14771494,5239,ebccebad,-5203,ebccebad,-5172
581,581,0,0,ebcc1477ebad1494,1,1,0,1,1,1,1000,5207,14301457,5168,ec13ebe8,-5144,ec13ebe8,-5101
582,582,0,0,ec131430ebe81457,1,1,0,1,1,1,1000,5124,13db1404,5083,ec67ec3e,-5058,ec67ec3e,-5017
583,583,0,0,ec6713dbec3e1404,1,1,0,1,1,1,1000,5028,135813a4,4952,ece9ec9d,-4963,ece9ec9d,-4887
584,584,0,0,ece91358ec9d13a4,1,1,0,1,1,1,1000,4895,12e2131f,4834,ed5ced21,-4831,ed5ced21,-4772
585,585,0,0,ed5c12e2ed21131f,1,1,0,1,1,1,1000,4760,12411298,4673,edfbeda4,-4700,edfbeda4,-4613
586,586,0,0,edfb1241eda41298,1,1,0,1,1,1,1000,4602,119411fa,4500,eea6ee42,-4542,eea6ee42,-4442
587,587,0,0,eea61194ee4211fa,1,1,0,1,1,1,1000,4408,10d41138,4308,ef65ef00,-4352,ef65ef00,-4251
588,588,0,0,ef6510d4ef001138,1,1,0,1,1,1,1000,4208,100f1070,4111,f02aefcc,-4148,f02aefcc,-4054
589,589,0,0,f02a100fefcc1070,1,1,0,1,1,1,1000,3990,0f2e0f96,3886,f105f09d,-3939,f105f09d,-3835
590,590,0,0,f1050f2ef09d0f96,1,1,0,1,1,1,1000,3768,0e420eb8,3650,f1f6f17f,-3713,f1f6f17f,-3594
591,591,0,0,f1f60e42f17f0eb8,1,1,0,1,1,1,1000,3515,0d390dbb,3385,f2f5f276,-3466,f2f5f276,-3339
592,592,0,0,f2f50d39f2760dbb,1,1,0,1,1,1,1000,3265,0c4d0cc1,3149,f3e2f370,-3216,f3e2f370,-3102
593,593,0,0,f3e20c4df3700cc1,1,1,0,1,1,1,1000,2982,0b270ba6,2855,f501f486,-2938,f501f486,-2815
594,594,0,0,f5010b27f4860ba6,1,1,0,1,1,1,1000,2715,09f90a9b,2553,f631f591,-2671,f631f591,-2511
595,595,0,0,f63109f9f5910a9b,1,1,0,1,1,1,1000,2423,08e20977,2274,f748f6b1,-2383,f748f6b1,-2232
596,596,0,0,f74808e2f6b10977,1,1,0,1,1,1,1000,2132,07ab0854,1963,f87af7cf,-2097,f87af7cf,-1926
597,597,0,0,f87a07abf7cf0854,1,1,0,1,1,1,1000,1805,0674070d,1652,f9abf917,-1769,f9abf917,-1621
598,598,0,0,f9ab0674f917070d,1,1,0,1,1,1,1000,1500,053e05dc,1342,fadefa44,-1468,fadefa44,-1314
599,599,0,0,fade053efa4405dc,1,1,0,1,1,1,1000,1172,03f60494,1014,fc21fb89,-1143,fc21fb89,-991
600,600,0,0,fc2103f6fb890494,1,1,0,1,1,1,1000,844,02a8034c,680,fd71fccb,-821,fd71fccb,-655
601,601,0,0,fd7102a8fccb034c,1,1,0,1,1,1,1000,501,015401f5,340,fec2fe21,-479,fec2fe21,-318
602,602,0,0,fec20154fe2101f5,1,1,0,1,1,1,1000,186,fffe00ba,-2,0012ff58,-168,0012ff58,18
603,603,0,0,0012fffeff5800ba,1,1,0,1,1,1,1000,-159,feb9ff61,-327,015500af,175,015500af,341
604,604,0,0,0155feb900afff61,1,1,0,1,1,1,1000,-499,fd57fe0d,-681,02b30202,514,02b30202,691
605,605,0,0,02b3fd570202fe0d,1,1,0,1,1,1,1000,-825,fc12fcc7,-1006,03f30345,837,03f30345,1011
606,606,0,0,03f3fc120345fcc7,1,1,0,1,1,1,1000,-1140,fadefb8c,-1314,05290477,1143,05290477,1321
607,607,0,0,0529fade0477fb8c,1,1,0,1,1,1,1000,-1493,f9a7fa2b,-1625,065c05d8,1496,065c05d8,1628
608,608,0,0,065cf9a705d8fa2b,1,1,0,1,1,1,1000,-1795,f86bf8fd,-1941,07960701,1793,07960701,1942
609,609,0,0,0796f86b0701f8fd,1,1,0,1,1,1,1000,-2101,f729f7cb,-2263,08d60835,2101,08d60835,2262
610,610,0,0,08d6f7290835f7cb,1,1,0,1,1,1,1000,-2405,f612f69b,-2542,09e50960,2400,09e50960,2533
611,611,0,0,09e5f6120960f69b,1,1,0,1,1,1,1000,-2713,f4e1f567,-2847,0b170a92,2706,0b170a92,2839
612,612,0,0,0b17f4e10a92f567,1,1,0,1,1,1,1000,-2992,f3d7f450,-3113,0c1c0ba6,2982,0c1c0ba6,3100
613,613,0,0,0c1cf3d70ba6f450,1,1,0,1,1,1,1000,-3272,f2bdf338,-3395,0d330cbb,3259,0d330cbb,3379
614,614,0,0,0d33f2bd0cbbf338,1,1,0,1,1,1,1000,-3514,f1d7f246,-3625,0e1a0da8,3496,0e1a0da8,3610
615,615,0,0,0e1af1d70da8f246,1,1,0,1,1,1,1000,-3754,f0e3f156,-3869,0f0c0e9a,3738,0f0c0e9a,3852
616,616,0,0,0f0cf0e30e9af156,1,1,0,1,1,1,1000,-3990,f009f06a,-4087,0fe10f81,3969,0fe10f81,4065
617,617,0,0,0fe1f0090f81f06a,1,1,0,1,1,1,1000,-4204,ef34ef94,-4300,10b61056,4182,10b61056,4278
618,618,0,0,10b6ef341056ef94,1,1,0,1,1,1,1000,-4388,ee6deedc,-4499,117b110a,4362,117b110a,4475
619,619,0,0,117bee6d110aeedc,1,1,0,1,1,1,1000,-4571,edd6ee25,-4650,121211c1,4545,121211c1,4626
620,620,0,0,1212edd611c1ee25,1,1,0,1,1,1,1000,-4745,ed33ed77,-4813,12b1126c,4716,12b1126c,4785
621,621,0,0,12b1ed33126ced77,1,1,0,1,1,1,1000,-4878,ecb9ecf2,-4935,132712f1,4849,132712f1,4903
622,622,0,0,1327ecb912f1ecf2,1,1,0,1,1,1,1000,-4993,ec4eec7f,-5042,13951360,4960,13951360,5013
623,623,0,0,1395ec4e1360ec7f,1,1,0,1,1,1,1000,-5101,ebdfec13,-5153,13fd13ce,5070,13fd13ce,5117
624,624,0,0,13fdebdf13ceec13,1,1,0,1,1,1,1000,-5200,eb96ebb0,-5226,1448142b,5163,1448142b,5192
625,625,0,0,1448eb96142bebb0,1,1,0,1,1,1,1000,-5253,eb63eb7b,-5277,147d1466,5222,147d1466,5245
626,626,0,0,147deb631466eb7b,1,1,0,1,1,1,1000,-5298,eb43eb4e,-5309,149a1491,5265,149a1491,5274
627,627,0,0,149aeb431491eb4e,1,1,0,1,1,1,1000,-5318,eb4aeb3a,-5302,149414a3,5283,149414a3,5268
628,628,0,0,1494eb4a14a3eb3a,1,1,0,1,1,1,1000,-5307,eb3beb45,-5317,14a4149c,5276,14a4149c,5284
629,629,0,0,14a4eb3b149ceb45,1,1,0,1,1,1,1000,-5305,eb6deb47,-5267,14731497,5271,14731497,5235
630,630,0,0,1473eb6d1497eb47,1,1,0,1,1,1,1000,-5246,eb9beb82,-5221,1446145b,5211,1446145b,5190
631,631,0,0,1446eb9b145beb82,1,1,0,1,1,1,1000,-5188,ebdbebbc,-5157,14001422,5154,14001422,5120
632,632,0,0,1400ebdb1422ebbc,1,1,0,1,1,1,1000,-5101,ec45ec13,-5051,139a13cb,5067,139a13cb,5018
633,633,0,0,139aec4513cbec13,1,1,0,1,1,1,1000,-5010,ecafec6e,-4945,13301370,4976,13301370,4912
634,634,0,0,1330ecaf1370ec6e,1,1,0,1,1,1,1000,-4881,ed44ecef,-4796,129e12f6,4854,129e12f6,4766
635,635,0,0,129eed4412f6ecef,1,1,0,1,1,1,1000,-4735,edeaed81,-4630,11fd125d,4701,11fd125d,4605
636,636,0,0,11fdedea125ded81,1,1,0,1,1,1,1000,-4570,ee80ee26,-4480,116611bd,4541,116611bd,4454
637,637,0,0,1166ee8011bdee26,1,1,0,1,1,1,1000,-4399,ef42eed1,-4286,10a81113,4371,10a81113,4264
638,638,0,0,10a8ef421113eed1,1,1,0,1,1,1,1000,-4189,f002efa3,-4094,0fe91046,4166,0fe91046,4073
639,639,0,0,0fe9f0021046efa3,1,1,0,1,1,1,1000,-3977,f0f8f077,-3848,0ef40f73,3955,0ef40f73,3828
640,640,0,0,0ef4f0f80f73f077,1,1,0,1,1,1,1000,-3739,f1d8f165,-3624,0e190e88,3720,0e190e88,3609
641,641,0,0,0e19f1d80e88f165,1,1,0,1,1,1,1000,-3501,f2def253,-3362,0d140d9c,3484,0d140d9c,3348
642,642,0,0,0d14f2de0d9cf253,1,1,0,1,1,1,1000,-3251,f3d4f34d,-3116,0c200ca4,3236,0c200ca4,3104
643,643,0,0,0c20f3d40ca4f34d,1,1,0,1,1,1,1000,-2975,f4eef461,-2834,0b050b93,2963,0b050b93,2821
644,644,0,0,0b05f4ee0b93f461,1,1,0,1,1,1,1000,-2684,f619f584,-2535,09dd0a72,2674,09dd0a72,2525
645,645,0,0,09ddf6190a72f584,1,1,0,1,1,1,1000,-2413,f742f693,-2238,08b80966,2406,08b80966,2232
646,646,0,0,08b8f7420966f693,1,1,0,1,1,1,1000,-2092,f872f7d4,-1934,07880825,2085,07880825,1928
647,647,0,0,0788f8720825f7d4,1,1,0,1,1,1,1000,-1766,f9b6f91a,-1610,064d06e5,1765,064d06e5,1613
648,648,0,0,064df9b606e5f91a,1,1,0,1,1,1,1000,-1461,faf0fa4b,-1296,051705b9,1465,051705b9,1303
649,649,0,0,0517faf005b9fa4b,1,1,0,1,1,1,1000,-1127,fc36fb99,-970,03cf046a,1130,03cf046a,975
650,650,0,0,03cffc36046afb99,1,1,0,1,1,1,1000,-811,fd84fcd5,-636,02850337,823,02850337,645
651,651,0,0,0285fd840337fcd5,1,1,0,1,1,1,1000,-482,fec0fe1e,-320,014b01ed,493,014b01ed,331
652,652,0,0,014bfec001edfe1e,1,1,0,1,1,1,1000,-144,001bff70,27,fff1009a,154,fff1009a,-15
653,653,0,0,fff1001b009aff70,1,1,0,1,1,1,1000,189,017000bd,368,fea4ff54,-172,fea4ff54,-348
654,654,0,0,fea40170ff5400bd,1,1,0,1,1,1,1000,514,02c40202,708,fd53fe11,-495,fd53fe11,-685
655,655,0,0,fd5302c4fe110202,1,1,0,1,1,1,1000,860,03fc035c,1020,fc1afcba,-838,fc1afcba,-998
656,656,0,0,fc1a03fcfcba035c,1,1,0,1,1,1,1000,1193,054804a9,1352,fad3fb6e,-1170,fad3fb6e,-1325
657,657,0,0,fad30548fb6e04a9,1,1,0,1,1,1,1000,1504,068605e0,1670,f998fa3d,-1475,f998fa3d,-1640
658,658,0,0,f9980686fa3d05e0,1,1,0,1,1,1,1000,1813,07a90715,1961,f878f90a,-1782,f878f90a,-1928
659,659,0,0,f87807a9f90a0715,1,1,0,1,1,1,1000,2135,08e50857,2277,f73ff7ca,-2102,f73ff7ca,-2241
660,660,0,0,f73f08e5f7ca0857,1,1,0,1,1,1,1000,2425,0a170979,2583,f612f6b0,-2384,f612f6b0,-2542
661,661,0,0,f6120a17f6b00979,1,1,0,1,1,1,1000,2714,0b5b0a9a,2907,f4cdf58e,-2674,f4cdf58e,-2867
662,662,0,0,f4cd0b5bf58e0a9a,1,1,0,1,1,1,1000,3019,0c560bcb,3158,f3d5f45f,-2977,f3d5f45f,-3115
663,663,0,0,f3d50c56f45f0bcb,1,1,0,1,1,1,1000,3292,0d710cdc,3441,f2bff34f,-3249,f2bff34f,-3393
664,664,0,0,f2bf0d71f34f0cdc,1,1,0,1,1,1,1000,3559,0e590de7,3673,f1d9f24b,-3509,f1d9f24b,-3623
665,665,0,0,f1d90e59f24b0de7,1,1,0,1,1,1,1000,3783,0f470ec7,3911,f0edf16c,-3732,f0edf16c,-3859
666,666,0,0,f0ed0f47f16c0ec7,1,1,0,1,1,1,1000,4014,10230fae,4131,f016f08a,-3958,f016f08a,-4074
667,667,0,0,f0161023f08a0fae,1,1,0,1,1,1,1000,4229,10e41085,4324,ef55efb4,-4172,ef55efb4,-4267
668,668,0,0,ef5510e4efb41085,1,1,0,1,1,1,1000,4437,11ac1155,4524,ee8deee5,-4379,ee8deee5,-4467
669,669,0,0,ee8d11aceee51155,1,1,0,1,1,1,1000,4595,125011f3,4688,edecee49,-4535,edecee49,-4628
670,670,0,0,edec1250ee4911f3,1,1,0,1,1,1,1000,4761,12d11299,4817,ed6deda3,-4701,ed6deda3,-4755
671,671,0,0,ed6d12d1eda31299,1,1,0,1,1,1,1000,4893,1362131d,4962,ece0ed1e,-4834,ece0ed1e,-4896
672,672,0,0,ece01362ed1e131d,1,1,0,1,1,1,1000,5029,13db13a5,5083,ec67ec99,-4967,ec67ec99,-5017
673,673,0,0,ec6713dbec9913a5,1,1,0,1,1,1,1000,5147,1444141b,5188,ebfbec2b,-5077,ebfbec2b,-5125
674,674,0,0,ebfb1444ec2b141b,1,1,0,1,1,1,1000,5223,147b1467,5243,ebc8ebdc,-5156,ebc8ebdc,-5176
675,675,0,0,ebc8147bebdc1467,1,1,0,1,1,1,1000,5263,14b9148f,5305,eb8cebb3,-5197,eb8cebb3,-5236
676,676,0,0,eb8c14b9ebb3148f,1,1,0,1,1,1,1000,5310,14ce14be,5326,eb75eb85,-5243,eb75eb85,-5259
677,677,0,0,eb7514ceeb8514be,1,1,0,1,1,1,1000,5342,14d814de,5336,eb67eb63,-5277,eb67eb63,-5273
678,678,0,0,eb6714d8eb6314de,1,1,0,1,1,1,1000,5337,14dc14d9,5340,eb69eb6c,-5268,eb69eb6c,-5271
679,679,0,0,eb6914dceb6c14d9,1,1,0,1,1,1,1000,5306,14bb14ba,5307,eb8aeb8c,-5236,eb8aeb8c,-5238
680,680,0,0,eb8a14bbeb8c14ba,1,1,0,1,1,1,1000,5268,147c1494,5244,ebc9ebae,-5202,ebc9ebae,-5175
681,681,0,0,ebc9147cebae1494,1,1,0,1,1,1,1000,5217,14271461,5159,ec1aebe1,-5151,ec1aebe1,-5094
682,682,0,0,ec1a1427ebe11461,1,1,0,1,1,1,1000,5141,13d41415,5076,ec6eec2d,-5075,ec6eec2d,-5010
683,683,0,0,ec6e13d4ec2d1415,1,1,0,1,1,1,1000,5023,1365139f,4965,ecddeca2,-4958,ecddeca2,-4899
684,684,0,0,ecdd1365eca2139f,1,1,0,1,1,1,1000,4892,12e9131c,4841,ed5aed23,-4829,ed5aed23,-4774
685,685,0,0,ed5a12e9ed23131c,1,1,0,1,1,1,1000,4751,123c128f,4668,ee01edb1,-4687,ee01edb1,-4607
686,686,0,0,ee01123cedb1128f,1,1,0,1,1,1,1000,4610,11a81202,4520,ee97ee3e,-4546,ee97ee3e,-4457
687,687,0,0,ee9711a8ee3e1202,1,1,0,1,1,1,1000,4424,10de1148,4318,ef5aeef4,-4364,ef5aeef4,-4262
688,688,0,0,ef5a10deeef41148,1,1,0,1,1,1,1000,4212,10091074,4105,f02fefc2,-4158,f02fefc2,-4049
689,689,0,0,f02f1009efc21074,1,1,0,1,1,1,1000,3990,0f300f96,3888,f106f0a3,-3933,f106f0a3,-3834
690,690,0,0,f1060f30f0a30f96,1,1,0,1,1,1,1000,3762,0e530eb2,3667,f1e3f184,-3708,f1e3f184,-3613
691,691,0,0,f1e30e53f1840eb2,1,1,0,1,1,1,1000,3534,0d420dce,3394,f2f4f266,-3482,f2f4f266,-3340
692,692,0,0,f2f40d42f2660dce,1,1,0,1,1,1,1000,3278,0c550cce,3157,f3d7f367,-3225,f3d7f367,-3113
693,693,0,0,f3d70c55f3670cce,1,1,0,1,1,1,1000,3013,0b360bc5,2870,f4f4f46a,-2966,f4f4f46a,-2828
694,694,0,0,f4f40b36f46a0bc5,1,1,0,1,1,1,1000,2710,09fc0a96,2556,f630f599,-2663,f630f599,-2512
695,695,0,0,f63009fcf5990a96,1,1,0,1,1,1,1000,2431,08e6097f,2278,f743f6aa,-2390,f743f6aa,-2237
696,696,0,0,f74308e6f6aa097f,1,1,0,1,1,1,1000,2122,07b1084a,1969,f875f7db,-2085,f875f7db,-1931
697,697,0,0,f87507b1f7db084a,1,1,0,1,1,1,1000,1791,066b06ff,1643,f9b6f920,-1760,f9b6f920,-1610
698,698,0,0,f9b6066bf92006ff,1,1,0,1,1,1,1000,1492,053705d4,1335,fae7fa4b,-1461,fae7fa4b,-1305
699,699,0,0,fae70537fa4b05d4,1,1,0,1,1,1,1000,1177,03f70499,1015,fc25fb85,-1147,fc25fb85,-987
700,700,0,0,fc2503f7fb850499,1,1,0,1,1,1,1000,841,02a90349,681,fd6efcd0,-816,fd6efcd0,-658
701,701,0,0,fd6e02a9fcd00349,1,1,0,1,1,1,1000,500,014801f4,328,fecffe23,-477,fecffe23,-305
702,702,0,0,fecf0148fe2301f4,1,1,0,1,1,1,1000,178,000c00b2,12,0005ff5e,-162,0005ff5e,5
703,703,0,0,0005000cff5e00b2,1,1,0,1,1,1,1000,-177,feb2ff4f,-334,015d00bf,191,015d00bf,349
704,704,0,0,015dfeb200bfff4f,1,1,0,1,1,1,1000,-495,fd57fe11,-681,02b201ff,511,02b201ff,690
705,705,0,0,02b2fd5701fffe11,1,1,0,1,1,1,1000,-822,fc20fcca,-992,03ea033f,831,03ea033f,1002
706,706,0,0,03eafc20033ffcca,1,1,0,1,1,1,1000,-1145,fae0fb87,-1312,0523047d,1149,0523047d,1315
707,707,0,0,0523fae0047dfb87,1,1,0,1,1,1,1000,-1494,f990fa2a,-1648,067105d9,1497,067105d9,1649
708,708,0,0,0671f99005d9fa2a,1,1,0,1,1,1,1000,-1782,f85cf90a,-1956,07a106f6,1782,07a106f6,1953
709,709,0,0,07a1f85c06f6f90a,1,1,0,1,1,1,1000,-2125,f73af7b3,-2246,08c10849,2121,08c10849,2241
710,710,0,0,08c1f73a0849f7b3,1,1,0,1,1,1,1000,-2410,f601f696,-2559,09f80964,2404,09f80964,2552
711,711,0,0,09f8f6010964f696,1,1,0,1,1,1,1000,-2693,f4e4f57b,-2844,0b100a7b,2683,0b100a7b,2832
712,712,0,0,0b10f4e40a7bf57b,1,1,0,1,1,1,1000,-2988,f3d9f454,-3111,0c1a0ba1,2977,0c1a0ba1,3098
713,713,0,0,0c1af3d90ba1f454,1,1,0,1,1,1,1000,-3251,f2c4f34d,-3388,0d2f0ca8,3240,0d2f0ca8,3375
714,714,0,0,0d2ff2c40ca8f34d,1,1,0,1,1,1,1000,-3510,f1cbf24a,-3637,0e250da8,3496,0e250da8,3621
715,715,0,0,0e25f1cb0da8f24a,1,1,0,1,1,1,1000,-3773,f0d8f143,-3880,0f160eae,3758,0f160eae,3862
716,716,0,0,0f16f0d80eaef143,1,1,0,1,1,1,1000,-3994,f00ef066,-4082,0fda0f80,3968,0fda0f80,4058
717,717,0,0,0fdaf00e0f80f066,1,1,0,1,1,1,1000,-4204,ef45ef94,-4283,10a81051,4177,10a81051,4264
718,718,0,0,10a8ef451051ef94,1,1,0,1,1,1,1000,-4401,ee68eecf,-4504,117e111b,4379,117e111b,4478
719,719,0,0,117eee68111beecf,1,1,0,1,1,1,1000,-4585,edc5ee17,-4667,122011ce,4558,122011ce,4640
720,720,0,0,1220edc511ceee17,1,1,0,1,1,1,1000,-4736,ed2bed80,-4821,12b71263,4707,12b71263,4791
721,721,0,0,12b7ed2b1263ed80,1,1,0,1,1,1,1000,-4880,eca8ecf0,-4952,133b12f1,4849,133b12f1,4923
722,722,0,0,133beca812f1ecf0,1,1,0,1,1,1,1000,-5018,ec4aec66,-5046,1395137b,4987,1395137b,5013
723,723,0,0,1395ec4a137bec66,1,1,0,1,1,1,1000,-5123,ebe9ebfd,-5143,13f713e2,5090,13f713e2,5111
724,724,0,0,13f7ebe913e2ebfd,1,1,0,1,1,1,1000,-5184,eb91ebc0,-5231,144f1424,5156,144f1424,5199
725,725,0,0,144feb911424ebc0,1,1,0,1,1,1,1000,-5252,eb68eb7c,-5272,14771462,5218,14771462,5239
726,726,0,0,1477eb681462eb7c,1,1,0,1,1,1,1000,-5298,eb48eb4e,-5304,1496148f,5263,1496148f,5270
727,727,0,0,1496eb48148feb4e,1,1,0,1,1,1,1000,-5313,eb3feb3f,-5313,14a1149e,5278,14a1149e,5281
728,728,0,0,14a1eb3f149eeb3f,1,1,0,1,1,1,1000,-5316,eb4aeb3c,-5302,149114a5,5285,149114a5,5265
729,729,0,0,1491eb4a14a5eb3c,1,1,0,1,1,1,1000,-5304,eb6aeb48,-5270,14701491,5265,14701491,5232
730,730,0,0,1470eb6a1491eb48,1,1,0,1,1,1,1000,-5242,eb93eb86,-5229,144b145a,5210,144b145a,5195
731,731,0,0,144beb93145aeb86,1,1,0,1,1,1,1000,-5189,ebf2ebbb,-5134,13ed1423,5155,13ed1423,5101
732,732,0,0,13edebf21423ebbb,1,1,0,1,1,1,1000,-5102,ec3fec12,-5057,139d13d1,5073,139d13d1,5021
733,733,0,0,139dec3f13d1ec12,1,1,0,1,1,1,1000,-5007,ecbbec71,-4933,1327136c,4972,1327136c,4903
734,734,0,0,1327ecbb136cec71,1,1,0,1,1,1,1000,-4877,ed36ecf3,-4810,12a912ee,4846,12a912ee,4777
735,735,0,0,12a9ed3612eeecf3,1,1,0,1,1,1,1000,-4736,ede7ed80,-4633,11fd1261,4705,11fd1261,4605
736,736,0,0,11fdede71261ed80,1,1,0,1,1,1,1000,-4563,ee77ee2d,-4489,116e11b6,4534,116e11b6,4462
737,737,0,0,116eee7711b6ee2d,1,1,0,1,1,1,1000,-4382,ef47eee2,-4281,10a31106,4358,10a31106,4259
738,738,0,0,10a3ef471106eee2,1,1,0,1,1,1,1000,-4195,effeef9d,-4098,0fec104d,4173,0fec104d,4076
739,739,0,0,0feceffe104def9d,1,1,0,1,1,1,1000,-3969,f0e7f07f,-3865,0f040f6b,3947,0f040f6b,3844
740,740,0,0,0f04f0e70f6bf07f,1,1,0,1,1,1,1000,-3760,f1caf150,-3638,0e230e9c,3740,0e230e9c,3619
741,741,0,0,0e23f1ca0e9cf150,1,1,0,1,1,1,1000,-3489,f2e2f25f,-3358,0d100d92,3474,0d100d92,3344
742,742,0,0,0d10f2e20d92f25f,1,1,0,1,1,1,1000,-3241,f3e4f357,-3100,0c0b0c9a,3226,0c0b0c9a,3083
743,743,0,0,0c0bf3e40c9af357,1,1,0,1,1,1,1000,-2969,f4f7f467,-2825,0afc0b8d,2957,0afc0b8d,2812
744,744,0,0,0afcf4f70b8df467,1,1,0,1,1,1,1000,-2683,f623f585,-2525,09d40a72,2674,09d40a72,2516
745,745,0,0,09d4f6230a72f585,1,1,0,1,1,1,1000,-2414,f72ff692,-2257,08ce0965,2405,08ce0965,2254
746,746,0,0,08cef72f0965f692,1,1,0,1,1,1,1000,-2110,f864f7c2,-1948,0798083a,2106,0798083a,1944
747,747,0,0,0798f864083af7c2,1,1,0,1,1,1,1000,-1769,f997f917,-1641,066a06e5,1765,066a06e5,1642
748,748,0,0,066af99706e5f917,1,1,0,1,1,1,1000,-1482,fafcfa36,-1284,050905cd,1485,050905cd,1289
749,749,0,0,0509fafc05cdfa36,1,1,0,1,1,1,1000,-1140,fc23fb8c,-989,03e5047c,1148,03e5047c,997
750,750,0,0,03e5fc23047cfb8c,1,1,0,1,1,1,1000,-822,fd83fcca,-637,0287033b,827,0287033b,647
751,751,0,0,0287fd83033bfcca,1,1,0,1,1,1,1000,-478,fec8fe22,-312,014501e9,489,014501e9,325
752,752,0,0,0145fec801e9fe22,1,1,0,1,1,1,1000,-145,001fff6f,31,fff5009e,158,fff5009e,-11
753,753,0,0,fff5001f009eff6f,1,1,0,1,1,1,1000,195,015200c3,338,fec2ff4e,-178,fec2ff4e,-318
754,754,0,0,fec20152ff4e00c3,1,1,0,1,1,1,1000,515,02ba0203,698,fd5bfe12,-494,fd5bfe12,-677
755,755,0,0,fd5b02bafe120203,1,1,0,1,1,1,1000,863,03fd035f,1021,fc1efcbc,-836,fc1efcbc,-994
756,756,0,0,fc1e03fdfcbc035f,1,1,0,1,1,1,1000,1172,05440494,1348,fadafb89,-1143,fadafb89,-1318
757,757,0,0,fada0544fb890494,1,1,0,1,1,1,1000,1517,068f05ed,1679,f990fa31,-1487,f990fa31,-1648
758,758,0,0,f990068ffa3105ed,1,1,0,1,1,1,1000,1812,07be0714,1982,f865f90e,-1778,f865f90e,-1947
759,759,0,0,f86507bef90e0714,1,1,0,1,1,1,1000,2150,08e30866,2275,f746f7c4,-2108,f746f7c4,-2234
760,760,0,0,f74608e3f7c40866,1,1,0,1,1,1,1000,2437,0a0a0985,2570,f622f6a3,-2397,f622f6a3,-2526
761,761,0,0,f6220a0af6a30985,1,1,0,1,1,1,1000,2723,0b500aa3,2896,f4d9f583,-2685,f4d9f583,-2855
762,762,0,0,f4d90b50f5830aa3,1,1,0,1,1,1,1000,3011,0c450bc3,3141,f3eaf46b,-2965,f3eaf46b,-3094
763,763,0,0,f3ea0c45f46b0bc3,1,1,0,1,1,1,1000,3282,0d610cd2,3425,f2d2f35b,-3237,f2d2f35b,-3374
764,764,0,0,f2d20d61f35b0cd2,1,1,0,1,1,1,1000,3539,0e4c0dd3,3660,f1e6f263,-3485,f1e6f263,-3610
765,765,0,0,f1e60e4cf2630dd3,1,1,0,1,1,1,1000,3779,0f3b0ec3,3899,f0fcf172,-3726,f0fcf172,-3844
766,766,0,0,f0fc0f3bf1720ec3,1,1,0,1,1,1,1000,4026,102c0fba,4140,f00bf07a,-3974,f00bf07a,-4085
767,767,0,0,f00b102cf07a0fba,1,1,0,1,1,1,1000,4209,10e51071,4325,ef53efc9,-4151,ef53efc9,-4269
